file,duration_seconds,duration_hms,gender,interview_year,birth_year,landkreis
Romishorn (Vierundzwanzig Höfe) X-58.exb,1021.527,0:17:02,female,1964,1951,
Rottweil I-5041.exb,552.930,0:09:13,male,1959,1909,
Rottweil I-5042.exb,921.100,0:15:21,male,1959,1894,
Rottweil I-5043.exb,581.888,0:09:42,male,1959,1935,
Rottweil I-5044.exb,437.246,0:07:17,female,1959,1959,
Rudelstetten I-5467.exb,1357.377,0:22:37,male,1964,1901,DON
Rudelstetten I-5468.exb,592.409,0:09:52,female,1964,1899,DON
Rudelstetten I-5469.exb,645.699,0:10:46,female,1964,1928,
Schanbach I-779.exb,645.984,0:10:46,male,1955,1891,
Schanbach I-780.exb,596.357,0:09:56,male,1955,1917,ES
Schanbach I-781.exb,748.506,0:12:29,male,1955,1940,ES
Schiltach I-5025.exb,837.747,0:13:58,male,1959,1882,
Schiltach I-5026.exb,689.239,0:11:29,male,1959,1909,
Schlier I-311.exb,607.892,0:10:08,male,1955,1883,RV
Schlier I-312.exb,577.729,0:09:38,male,1955,1936,RV
Schlier I-314.exb,612.571,0:10:13,male,1955,1863,RV
Schramberg I-5033.exb,521.317,0:08:41,female,1959,1885,RW
Schramberg I-5034.exb,334.157,0:05:34,female,1959,1884,RW
Schupfholz XI-230.exb,1008.091,0:16:48,male,1969,1901,EM
Schupfholz XI-231.exb,1060.726,0:17:41,female,1969,1907,EM
Schupfholz XI-232.exb,817.451,0:13:37,male,1969,1950,EM
Schwenningen I-5035.exb,344.363,0:05:44,male,1959,1892,VS
Schwenningen I-5036.exb,249.446,0:04:09,female,1959,1899,VS
Schwenningen I-5037.exb,333.691,0:05:34,male,1959,1892,VS
Schwenningen I-5038.exb,432.557,0:07:13,male,1959,1898,VS
Schwenningen I-5039.exb,495.545,0:08:16,male,1959,1891,VS
Schwenningen I-5040.exb,316.144,0:05:16,male,1959,1930,VS
Schwieberdingen I-748.exb,724.867,0:12:05,male,1955,1880,
Schwieberdingen I-749.exb,566.393,0:09:26,male,1955,1903,
Schwieberdingen I-750.exb,604.628,0:10:05,male,1955,1935,LB
Schwörsheim I-5450.exb,1075.818,0:17:56,male,1964,1895,DON
Schwörsheim I-5451.exb,829.825,0:13:50,female,1964,1896,DON
Schwörsheim I-5452.exb,676.963,0:11:17,female,1964,1928,DON
Serres I-773.exb,689.565,0:11:30,male,1955,1891,PF
Serres I-774.exb,561.887,0:09:22,female,1955,1922,PF
Serres I-775.exb,586.230,0:09:46,female,1955,,PF
Sommersbach I-4992.exb,375.746,0:06:16,male,1959,1943,
Sommersbach I-4993.exb,329.406,0:05:29,female,1959,1929,
Sommersbach I-4994.exb,581.038,0:09:41,male,1959,1893,
Sommersbach I-4995.exb,236.724,0:03:57,male,1959,1922,
Sommersbach I-4996.exb,565.873,0:09:26,male,1959,1926,
St_Roman X-100.exb,1721.559,0:28:42,male,1964,1928,
St_Roman X-101.exb,505.432,0:08:25,female,1964,1946,
St_Roman X-102.exb,710.828,0:11:51,female,1964,1931,
St_Roman X-103.exb,538.867,0:08:59,female,1964,1952,
St_Roman X-104.exb,618.575,0:10:19,female,1964,1956,
St_Roman X-105.exb,621.000,0:10:21,female,1964,1925,
St_Roman X-106.exb,462.502,0:07:43,male,1964,1952,
St_Roman X-107.exb,583.891,0:09:44,male,1964,1954,
St_Roman X-108.exb,759.243,0:12:39,male,1964,1922,
St_Roman X-109.exb,897.306,0:14:57,female,1964,1896,
St_Roman X-110.exb,555.171,0:09:15,male,1964,1897,
St_Roman X-111.exb,613.402,0:10:13,female,1964,1892,
St_Roman X-112.exb,576.165,0:09:36,male,1964,1935,
St_Roman X-113.exb,1126.586,0:18:47,male,1964,1930,
St_Roman X-114.exb,991.440,0:16:31,female,1964,1901,
St_Roman X-126.exb,946.189,0:15:46,male,1974,1957,
St_Roman X-127.exb,912.683,0:15:13,male,1974,1928,
St_Roman X-128.exb,976.886,0:16:17,male,1974,1952,
St_Roman X-129.exb,919.254,0:15:19,male,1974,1955,
St_Roman X-69.exb,1117.352,0:18:37,male,1964,1932,OG
St_Roman X-70.exb,801.239,0:13:21,female,1964,1901,
St_Roman X-71.exb,663.361,0:11:03,female,1964,1932,
St_Roman X-72.exb,1256.357,0:20:56,male,1964,1912,
St_Roman X-73.exb,577.840,0:09:38,male,1964,1880,
St_Roman X-74.exb,630.723,0:10:31,female,1964,1903,
St_Roman X-75.exb,711.192,0:11:51,female,1964,1950,
St_Roman X-76.exb,645.839,0:10:46,male,1964,1946,
St_Roman X-77.exb,1435.271,0:23:55,male,1964,1931,
St_Roman X-78.exb,1731.988,0:28:52,male,1964,1897,
St_Roman X-79.exb,616.629,0:10:17,female,1964,1932,
St_Roman X-80.exb,727.388,0:12:07,female,1964,1902,
St_Roman X-81.exb,1536.301,0:25:36,female,1964,1894,
St_Roman X-82.exb,1026.557,0:17:07,female,1964,1933,OG
St_Roman X-83.exb,1187.687,0:19:48,female,1964,1894,OG
St_Roman X-84.exb,730.893,0:12:11,female,1964,1905,OG
St_Roman X-85.exb,472.028,0:07:52,female,1964,1949,OG
St_Roman X-86.exb,1391.550,0:23:12,female,1964,1918,OG
St_Roman X-87.exb,1297.395,0:21:37,female,1964,1896,OG
St_Roman X-88.exb,598.677,0:09:59,female,1964,1927,
St_Roman X-89.exb,1921.726,0:32:02,male,1964,1899,
St_Roman X-90.exb,1363.971,0:22:44,male,1964,1927,
St_Roman X-91.exb,2988.110,0:49:48,female,1964,1889,
St_Roman X-92.exb,1141.383,0:19:01,female,1964,1895,
St_Roman X-93.exb,601.359,0:10:01,female,1964,1921,
St_Roman X-94.exb,1150.304,0:19:10,male,1964,1922,
St_Roman X-95.exb,915.116,0:15:15,male,1964,1902,
St_Roman X-96.exb,980.889,0:16:21,male,1964,1929,
St_Roman X-97.exb,929.938,0:15:30,female,1964,1934,OG
St_Roman X-98.exb,494.644,0:08:15,male,1964,1957,
St_Roman X-99.exb,2101.804,0:35:02,male,1964,1895,
Stuttgart I-220.exb,605.309,0:10:05,male,1955,1878,S
Stuttgart I-221.exb,613.024,0:10:13,male,1955,1880,S
Stuttgart I-222.exb,547.215,0:09:07,male,1955,1906,S
Stuttgart I-223.exb,565.775,0:09:26,female,1955,1887,
Stuttgart I-224.exb,603.736,0:10:04,male,1955,1905,S
Stuttgart I-228.exb,503.518,0:08:24,male,1955,1904,S
Stuttgart I-229.exb,685.075,0:11:25,male,1955,1939,S
Stuttgart III-137.exb,929.920,0:15:30,male,1961,1947,S
Stuttgart III-138.exb,715.008,0:11:55,male,1961,1943,S
Stuttgart III-139.exb,687.829,0:11:28,male,1961,1926,S
Stuttgart III-140.exb,658.708,0:10:59,male,1961,1904,S
Stuttgart III-141.exb,699.497,0:11:39,female,1961,1906,S
Stuttgart III-142.exb,743.731,0:12:24,female,,,S
Stuttgart III-143.exb,719.745,0:12:00,male,1961,1913,S
Stuttgart III-145.exb,676.521,0:11:17,female,1961,1920,S
Stuttgart III-146.exb,737.569,0:12:18,female,1961,1897,S
Suppingen I-243.exb,703.634,0:11:44,male,1955,1878,UL
Suppingen I-244.exb,586.509,0:09:47,female,1955,1935,UL
Suppingen I-246.exb,314.525,0:05:15,female,1955,1935,UL
Suppingen I-247.exb,528.457,0:08:48,male,1955,1909,UL
Thalheim XI-256.exb,972.093,0:16:12,male,1987,1943,SIG
Tieringen I-157.exb,688.219,0:11:28,male,1955,1887,BL
Tieringen I-158.exb,669.045,0:11:09,male,1955,1903,BL
Tieringen I-161.exb,553.386,0:09:13,female,1955,1925,
Tomerdingen XI-175.exb,1940.748,0:32:21,male,1968,1895,
Tomerdingen XI-176.exb,963.906,0:16:04,female,1968,1940,
Trollenberg (Vierundzwanzig Höfe) X-59.exb,869.320,0:14:29,male,1964,1902,
Trollenberg (Vierundzwanzig Höfe) X-60.exb,583.912,0:09:44,female,1964,1913,
Trollenberg (Vierundzwanzig Höfe) X-61.exb,1492.079,0:24:52,male,1964,1884,
Trollenberg (Vierundzwanzig Höfe) X-62.exb,916.851,0:15:17,male,1964,1912,
Trollenberg (Vierundzwanzig Höfe) X-63.exb,832.377,0:13:52,female,1964,1923,
Trollenberg (Vierundzwanzig Höfe) X-64.exb,743.410,0:12:23,female,1964,1937,
Tübingen I-653.exb,891.661,0:14:52,male,1955,1925,
Tübingen I-654.exb,692.730,0:11:33,male,1955,1887,
Tübingen I-655.exb,789.832,0:13:10,male,1955,1927,
Tübingen I-656.exb,929.338,0:15:29,female,1955,1934,
Tübingen I-657.exb,1197.502,0:19:58,male,1955,1900,
Tübingen I-658.exb,1420.108,0:23:40,male,1955,1885,
Tübingen III-130.exb,674.257,0:11:14,female,1961,1935,
Tübingen III-131.exb,676.724,0:11:17,male,1961,1935,
Tübingen III-132.exb,731.720,0:12:12,female,1961,1908,
Tübingen III-133.exb,652.482,0:10:52,female,1961,1911,
Tübingen III-134.exb,751.225,0:12:31,male,1961,1926,
Tübingen III-135.exb,656.743,0:10:57,female,1961,1939,
Tübingen III-136.exb,617.885,0:10:18,male,1961,1915,
Unterbergen I-4946.exb,666.030,0:11:06,male,1959,1906,AIC
Unterbergen I-4947.exb,549.728,0:09:10,male,1959,1886,AIC
Unterbergen I-4948.exb,558.330,0:09:18,male,1959,1906,AIC
Untergruppenbach I-723.exb,569.179,0:09:29,female,1955,1902,HN
Untergruppenbach I-724.exb,585.312,0:09:45,male,1955,1881,HN
Untergruppenbach I-725.exb,640.733,0:10:41,female,1955,1922,HN
Untergruppenbach I-730.exb,239.902,0:04:00,male,1955,1878,HN
Utzmemmingen I-5441.exb,887.873,0:14:48,male,1964,1901,AA
Utzmemmingen I-5442.exb,781.749,0:13:02,male,1964,1934,AA
Utzmemmingen I-5443.exb,955.773,0:15:56,male,1964,1882,AA
Volzenhäuser X-18.exb,1020.587,0:17:01,female,1964,1876,FDS
Volzenhäuser X-19.exb,2613.809,0:43:34,female,1964,1909,FDS
Volzenhäuser X-20.exb,1392.021,0:23:12,female,1964,1899,FDS
Volzenhäuser X-21.exb,836.283,0:13:56,male,1964,1882,
Volzenhäuser X-22.exb,445.579,0:07:26,male,1964,1949,
Volzenhäuser X-23.exb,629.684,0:10:30,male,1964,1950,
Volzenhäuser X-24.exb,475.546,0:07:56,male,1964,1954,
Volzenhäuser X-25.exb,321.428,0:05:21,female,1964,1952,
Volzenhäuser X-26.exb,115.604,0:01:56,male,1964,1954,
Vorderlangenbach X-33.exb,4886.174,1:21:26,male,1964,1915,
Vorderwestermurr I-5477.exb,1207.986,0:20:08,male,1964,1905,WN
Vorderwestermurr I-5478.exb,917.122,0:15:17,female,1964,1908,WN
Vöhrenbach XI-261.exb,1755.560,0:29:16,female,1987,1908,VS
Waldhausen XI-258.exb,1016.680,0:16:57,male,1987,1925,VS
Waldhausen XI-259.exb,928.413,0:15:28,female,1987,1933,VS
Waldmannshofen I-835.exb,734.388,0:12:14,male,1955,1898,TbB
Waldmannshofen I-836.exb,423.667,0:07:04,male,1955,1882,TbB
Waldmannshofen I-837.exb,604.586,0:10:05,female,1955,1936,TbB
Weiler in den Bergen I-707.exb,582.446,0:09:42,male,1955,1933,AA
Weiler in den Bergen I-708.exb,596.657,0:09:57,male,1955,1889,AA
Weiler in den Bergen I-709.exb,919.005,0:15:19,male,1955,1900,AA
Weisweil XI-274.exb,499.920,0:08:20,female,1987,1914,EM
Weltersberg (Bieringen) I-5506.exb,621.775,0:10:22,male,1964,1930,KÜN
Weltersberg (Bieringen) I-5507.exb,1132.154,0:18:52,male,1964,1934,KÜN
Weltersberg (Bieringen) I-5508.exb,441.406,0:07:21,female,,,KÜN
Weltersberg (Bieringen) I-5509.exb,609.103,0:10:09,female,1964,1895,KÜN
Wengen I-4979.exb,977.565,0:16:18,male,1959,1880,OA
Wengen I-4980.exb,452.632,0:07:33,female,1959,1891,OA
Wengen I-4981.exb,400.885,0:06:41,male,1959,1890,OA
Wildenstein I-824.exb,838.708,0:13:59,male,1955,1898,SHA
Wildenstein I-825.exb,79.427,0:01:19,male,1955,1888,SHA
Wildenstein I-827.exb,693.912,0:11:34,male,1955,1888,SHA
Wildenstein I-828.exb,516.410,0:08:36,female,1955,1940,SHA
Willstätt XI-263.exb,641.960,0:10:42,female,1987,1911,OG
Willstätt XI-264.exb,483.480,0:08:03,female,1987,1954,OG
Willstätt XI-265.exb,945.200,0:15:45,female,1987,1921,OG
Wittelshofen I-5462.exb,1158.505,0:19:19,male,1964,1886,AN
Wittelshofen I-5463.exb,899.774,0:15:00,female,1964,1889,AN
Wittelshofen I-5464.exb,1069.673,0:17:50,female,1964,1920,AN
Wolfach X-124.exb,1903.676,0:31:44,male,1964,1911,OG
Wolfach X-125.exb,724.986,0:12:05,female,1964,1918,OG
Wurmlingen K-49a.exb,659.240,0:10:59,female,1963,1901,TÜ
Wurmlingen K-49b.exb,644.426,0:10:44,female,1963,1901,TÜ
Wurmlingen K-50.exb,860.933,0:14:21,female,1963,1886,TÜ
Wurmlingen XI-221.exb,1848.181,0:30:48,female,1969,1901,TÜ
Zweiflingen I-804.exb,629.320,0:10:29,male,1955,1929,
Zweiflingen I-805.exb,834.544,0:13:55,male,1955,1889,
Zweiflingen I-806.exb,665.657,0:11:06,male,1955,1909,
Zweiflingen XI-100.exb,1025.002,0:17:05,male,1967,1922,
Zweiflingen XI-101.exb,771.290,0:12:51,female,1967,1925,
Zweiflingen XI-102.exb,633.336,0:10:33,female,1967,1951,
Zweiflingen XI-103.exb,358.285,0:05:58,female,1967,1957,
Zweiflingen XI-104.exb,810.704,0:13:31,male,1967,1955,
Zweiflingen XI-105.exb,875.155,0:14:35,male,1967,1912,
Zweiflingen XI-106.exb,377.647,0:06:18,male,1967,1949,
Zweiflingen XI-107.exb,513.722,0:08:34,female,1967,1917,
Zweiflingen XI-108.exb,662.393,0:11:02,female,1967,1950,
Zweiflingen XI-109.exb,512.804,0:08:33,male,1967,1949,
Zwickgabel X-31.exb,552.692,0:09:13,female,1964,1895,FDS
Zwickgabel X-32.exb,900.456,0:15:00,male,1964,1897,FDS
Öhringen XI-244.exb,1298.693,0:21:39,male,1970,1940,KÜN
Öhringen XI-245.exb,914.185,0:15:14,male,1970,1924,KÜN
Öhringen XI-246.exb,979.806,0:16:20,male,1970,1939,KÜN
Öhringen XI-247.exb,917.051,0:15:17,male,1970,1940,KÜN
Öhringen XI-248.exb,985.010,0:16:25,male,1970,1909,KÜN
Öhringen XI-249.exb,941.534,0:15:42,male,1970,1894,KÜN
Öhringen XI-250.exb,923.333,0:15:23,female,1970,1941,KÜN
Ötigheim XI-276.exb,644.586,0:10:45,female,1987,1931,RA
